Date,MNO.L,WSBN.L,CGNR.L,THR.L,SJH.L,EVE.L,VAL.L,ALBA.L
2020-10-20,11.0,7.449999809265137,34.5,0.8849999904632568,42.5,4.199999809265137,26.5,0.5199999809265137
2020-10-21,11.0,7.699999809265137,35.0,1.149999976158142,42.5,4.300000190734863,24.75,0.47999998927116394
2020-10-22,10.75,7.199999809265137,33.0,1.0750000476837158,42.5,4.400000095367432,24.0,0.4650000035762787
2020-10-23,10.75,7.550000190734863,31.5,1.2000000476837158,42.5,4.449999809265137,24.25,0.4650000035762787
2020-10-26,10.25,7.099999904632568,30.5,1.25,42.5,4.199999809265137,24.5,0.4350000023841858
2020-10-27,10.0,6.599999904632568,33.5,1.2000000476837158,35.0,4.199999809265137,23.5,0.4569999873638153
2020-10-28,10.0,6.099999904632568,31.0,1.100000023841858,35.0,4.199999809265137,21.75,0.47999998927116394
2020-10-29,10.0,6.0,30.0,1.125,35.0,4.0,22.5,0.4650000035762787
2020-10-30,10.0,6.300000190734863,30.0,1.125,40.0,4.050000190734863,22.0,0.4650000035762787
2020-11-02,10.0,6.25,28.5,1.149999976158142,40.0,4.25,21.75,0.4729999899864197
2020-11-03,10.0,6.5,29.5,1.125,40.0,4.25,23.75,0.4699999988079071
2020-11-04,10.0,10.25,33.0,1.149999976158142,40.0,4.150000095367432,23.0,0.5
2020-11-05,10.0,11.25,35.0,1.125,40.0,4.150000095367432,24.0,0.49000000953674316
2020-11-06,9.5,10.75,35.0,1.225000023841858,40.0,4.050000190734863,23.75,0.4699999988079071
2020-11-09,9.5,11.75,32.5,1.274999976158142,40.0,3.890000104904175,20.875,0.45500001311302185
